title,artist,top_genre,year_released,added,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,top_year,artist_type,pop_today,track_id,url,streams
Bounce Back,Big Sean,detroit hip hop,2017,2021‑01‑28,82,57,78,-6,13,27,222,11,14,76,2017,Solo,63,0SGkqnVQo9KPytSri1H6cF,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,722532106.00
Boy With Luv (feat. Halsey),BTS,k-pop,2019,2020‑06‑22,120,86,65,-5,19,80,230,9,8,86,2019,Band/Group,73,4a9tbd947vo9K8Vti9JwcI,https://open.spotify.com/track/4a9tbd947vo9K8Vti9JwcI,1216459168.00
Boyfriend,Justin Bieber,canadian pop,2012,2020‑06‑22,97,55,72,-6,13,33,171,4,5,68,2012,Solo,74,3UGIZ8qcrMTwzLbx6Kttqt,https://open.spotify.com/track/3UGIZ8qcrMTwzLbx6Kttqt,596178065.00
Break Free,Ariana Grande,dance pop,2014,2020‑06‑10,130,70,69,-5,20,28,215,1,5,80,2014,Solo,75,12KUFSHFgT0XCoiSlvdQi4,https://open.spotify.com/track/12KUFSHFgT0XCoiSlvdQi4,961215348.00
Break Your Heart,Taio Cruz,dance pop,2010,2022‑02‑17,122,93,61,-4,9,57,202,3,3,79,2010,Solo,66,1CdqVF1ywD0ZO1zXtB9yWa,https://open.spotify.com/track/1CdqVF1ywD0ZO1zXtB9yWa,619151478.00
Breezeblocks,alt-J,indie rock,2012,2020‑06‑22,150,66,62,-7,21,29,227,10,3,77,2012,Band/Group,68,3n69hLUdIsSa1WlRmjMZlW,https://open.spotify.com/track/3n69hLUdIsSa1WlRmjMZlW,901508104.00
Brokenhearted,Karmin,dance pop,2012,2020‑06‑22,120,77,77,-3,5,89,227,1,6,70,2012,Duo,58,4urcG6Nfubqsuqy3juMjBi,https://open.spotify.com/track/4urcG6Nfubqsuqy3juMjBi,130754922.00
Budapest,George Ezra,folk-pop,2014,2020‑06‑10,128,46,72,-8,11,39,201,8,3,83,2014,Solo,82,2ixsaeFioXJmMgkkbd4uj1,https://open.spotify.com/track/2ixsaeFioXJmMgkkbd4uj1,1298010161.00
Buzzin Remix,Mann,pop rap,2011,2020‑06‑16,104,94,69,-4,28,54,224,9,15,53,2011,Solo,44,7BmI4hAj6dXIQgA77ZlOzm,https://open.spotify.com/track/7BmI4hAj6dXIQgA77ZlOzm,46573467.00
C'Mon,Kesha,dance pop,2012,2020‑06‑22,126,78,56,-5,10,29,214,1,10,67,2012,Solo,58,4bO6IzKXMWhmncfIO9GBq2,https://open.spotify.com/track/4bO6IzKXMWhmncfIO9GBq2,104538836.00
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,dance pop,2016,2020‑06‑08,113,83,67,-6,10,70,238,1,7,77,2016,Solo,71,1WkMMavIMc4JZ8cfMmxHkI,https://open.spotify.com/track/1WkMMavIMc4JZ8cfMmxHkI,1827881335.00
Cake By The Ocean,DNCE,dance pop,2016,2020‑06‑08,119,75,77,-5,4,90,219,15,5,84,2016,Band/Group,79,76hfruVvmfQbw0eYn1nmeC,https://open.spotify.com/track/76hfruVvmfQbw0eYn1nmeC,1727372101.00
California Gurls,Katy Perry,dance pop,2012,2022‑02‑17,125,75,79,-4,16,43,235,0,6,78,2010,Solo,72,6tS3XVuOyu10897O3ae7bi,https://open.spotify.com/track/6tS3XVuOyu10897O3ae7bi,940751682.00
Call Me Maybe,Carly Rae Jepsen,canadian pop,2012,2020‑06‑22,120,58,78,-7,11,66,193,1,4,76,2012,Solo,71,3TGRqZ0a2l1LRblBkJoaDx,https://open.spotify.com/track/3TGRqZ0a2l1LRblBkJoaDx,1556926112.00
Call Out My Name,The Weeknd,canadian contemporary r&b,2018,2020‑06‑22,134,59,46,-5,31,18,228,17,4,85,2018,Solo,83,09mEdoA6zrmBPgTEN5qXmN,https://open.spotify.com/track/09mEdoA6zrmBPgTEN5qXmN,1956990672.00
Callaita,Bad Bunny,latin,2019,2020‑06‑22,176,62,61,-5,24,24,251,60,31,86,2019,Solo,72,2TH65lNHgvLxCKXM3apjxI,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,1534744486.00
Can I Be Him,James Arthur,pop,2016,2020‑06‑08,108,54,70,-6,9,48,247,31,5,80,2016,Solo,76,0VhgEqMTNZwYL1ARDLLNCX,https://open.spotify.com/track/0VhgEqMTNZwYL1ARDLLNCX,813509135.00
Can't Be Tamed,Miley Cyrus,dance pop,2010,2022‑02‑17,117,91,63,-3,20,74,168,3,14,69,2010,Solo,59,2r6DdaSbkbwoPzuK6NjLPn,https://open.spotify.com/track/2r6DdaSbkbwoPzuK6NjLPn,131165402.00
Can't Feel My Face,The Weeknd,canadian contemporary r&b,2015,2020‑06‑19,108,77,71,-6,11,58,214,11,4,83,2015,Solo,80,22VdIZQfgXJea34mQxlt81,https://open.spotify.com/track/22VdIZQfgXJea34mQxlt81,1858872828.00
Candy,Robbie Williams,dance pop,2012,2020‑06‑22,116,79,72,-7,7,88,201,4,4,73,2012,Solo,64,5NlFXQ0si6U87gXs6hq81B,https://open.spotify.com/track/5NlFXQ0si6U87gXs6hq81B,196916962.00
Caroline,Aminé,hip hop,2017,2021‑01‑28,120,34,94,-10,26,71,210,17,51,80,2017,Solo,67,5hTpBe8h35rJ67eAWHQsJx,https://open.spotify.com/track/5hTpBe8h35rJ67eAWHQsJx,779771613.00
Carry Out (Featuring Justin Timberlake),Timbaland,dance pop,2009,2022‑02‑17,116,57,53,-7,26,27,232,11,11,74,2010,Solo,67,2DHc2e5bBn4UzY0ENVFrUl,https://open.spotify.com/track/2DHc2e5bBn4UzY0ENVFrUl,184812564.00
Centuries,Fall Out Boy,emo,2015,2020‑06‑19,176,86,39,-3,10,56,228,0,7,84,2015,Band/Group,79,04aAxqtGp5pv12UXAg4pkq,https://open.spotify.com/track/04aAxqtGp5pv12UXAg4pkq,1279092318.00
Chameleon,PNAU,alternative dance,2017,2021‑01‑28,120,93,72,-3,30,20,198,0,4,48,2017,Trio,51,1upULGQhXYE55yHDMPh1QG,https://open.spotify.com/track/1upULGQhXYE55yHDMPh1QG,90053500.00
Champion (feat. Chris Brown),Chip,grime,2011,2020‑06‑16,190,93,42,-3,14,52,237,8,24,54,2011,Solo,45,2hi6E31kMuHTcG0B18N7jP,https://open.spotify.com/track/2hi6E31kMuHTcG0B18N7jP,28637164.00
Chandelier,Sia,australian dance,2015,2020‑06‑10,117,79,40,-3,7,57,216,2,5,73,2014,Solo,69,2s1sdSqGcKxpPr5lCl7jAV,https://open.spotify.com/track/2s1sdSqGcKxpPr5lCl7jAV,1873852466.00
Chasing The Sun,The Wanted,boy band,2012,2020‑06‑22,128,73,64,-6,50,68,199,24,10,74,2012,Band/Group,65,4b4c0oH7PtrPsI86drzgFs,https://open.spotify.com/track/4b4c0oH7PtrPsI86drzgFs,217390563.00
Cheap Thrills (feat. Sean Paul),Sia,australian dance,2016,2020‑06‑08,90,80,59,-5,8,73,225,6,22,73,2016,Solo,63,2ONIJ40u0Attbm3miIIpNO,https://open.spotify.com/track/2ONIJ40u0Attbm3miIIpNO,777516810.00
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,san diego rap,2016,2020‑06‑19,108,43,89,-10,9,23,177,3,14,81,2015,Solo,74,5uDASfU19gDxSjW8cnCaBp,https://open.spotify.com/track/5uDASfU19gDxSjW8cnCaBp,892953678.00
China,Anuel AA,latin,2019,2020‑06‑22,105,81,79,-4,8,61,302,8,9,80,2019,Solo,71,2ksOAxtIxY8yElEWw8RhgK,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,1232938091.00
Chocolate,The 1975,modern alternative rock,2013,2020‑06‑11,100,94,59,-4,38,68,225,0,5,66,2013,Band/Group,59,44Ljlpy44mHvLJxcYUvTK0,https://open.spotify.com/track/44Ljlpy44mHvLJxcYUvTK0,456817373.00
Circles,Post Malone,dfw rap,2019,2020‑06‑22,120,76,70,-3,9,55,215,19,4,89,2019,Solo,83,21jGcNKet2qwijlDFuPiPb,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2670221198.00
Clarity,Zedd,complextro,2012,2020‑06‑11,128,78,51,-3,7,18,271,4,7,80,2013,Solo,73,60wwxj6Dd9NJlirf84wr2c,https://open.spotify.com/track/60wwxj6Dd9NJlirf84wr2c,630588892.00
Classic,MKTO,dance pop,2012,2020‑06‑10,102,79,72,-5,16,76,175,4,12,87,2014,Duo,80,6FE2iI43OZnszFLuLtvvmg,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg,1464244898.00
Classic Man (feat. Roman GianArthur),Jidenna,ghanaian hip hop,2015,2020‑08‑11,94,59,79,-6,29,59,226,19,3,63,2015,Solo,54,3G7XYAwtxtoGK7fAm4IlD9,https://open.spotify.com/track/3G7XYAwtxtoGK7fAm4IlD9,194364134.00
Close,Nick Jonas,dance pop,2016,2020‑06‑08,124,62,65,-5,14,40,234,25,8,74,2016,Solo,65,3lSDIJ2abCrOdDJ6pshUap,https://open.spotify.com/track/3lSDIJ2abCrOdDJ6pshUap,563662139.00
Closer,Lemaitre,alternative dance,2017,2021‑08‑09,92,79,58,-4,12,36,271,0,3,64,2015,Duo,54,3h5IIiL9vK5aR0DZO6jD7D,https://open.spotify.com/track/3h5IIiL9vK5aR0DZO6jD7D,127541773.00
Closer,The Chainsmokers,dance pop,2016,2020‑06‑08,95,52,75,-6,11,66,245,41,3,88,2016,Duo,84,7BKLCZ1jbUBVqRi2FVlTVw,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,3065704079.00
Clout (feat. Cardi B),Offset,atl hip hop,2019,2020‑06‑22,140,62,92,-7,12,42,206,23,10,73,2019,Solo,62,59ywHNwwchG4nZJMLyxSzd,https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd,315513343.00
Club Can't Handle Me (feat. David Guetta),Flo Rida,dance pop,2010,2022‑02‑17,128,87,62,-4,6,47,235,3,3,81,2010,Solo,76,6ebkx7Q5tTxrCxKq4GYj0Y,https://open.spotify.com/track/6ebkx7Q5tTxrCxKq4GYj0Y,631641237.00
CoCo,O.T. Genasis,pop rap,2014,2020‑06‑10,120,63,89,-6,31,18,240,0,13,66,2014,Solo,57,2JI71GHwq2LN8mtq3iCLYo,https://open.spotify.com/track/2JI71GHwq2LN8mtq3iCLYo,177011113.00
Cold (feat. Future),Maroon 5,pop,2018,2021‑01‑28,100,72,69,-6,5,41,234,14,11,68,2017,Band/Group,62,7gwLQ4tZ5UdZ7qNcDyJ8wr,https://open.spotify.com/track/7gwLQ4tZ5UdZ7qNcDyJ8wr,743828600.00
Cold Water,Major Lazer,dance pop,2016,2020‑06‑08,93,80,61,-5,16,50,185,7,4,72,2016,Trio,65,7zsXy7vlHdItvUSH8EwQss,https://open.spotify.com/track/7zsXy7vlHdItvUSH8EwQss,1626083285.00
Collard Greens,ScHoolboy Q,gangster rap,2014,2020‑06‑10,154,57,83,-5,21,65,300,3,6,84,2014,Solo,74,0zO8ctW0UiuOefR87OeJOZ,https://open.spotify.com/track/0zO8ctW0UiuOefR87OeJOZ,674669298.00
Come & Get It,Selena Gomez,dance pop,2013,2020‑06‑11,80,79,55,-4,8,57,232,1,5,75,2013,Solo,69,6LoQHIo74tOzQ8EsLEkhgF,https://open.spotify.com/track/6LoQHIo74tOzQ8EsLEkhgF,437048448.00
Coming Home,Diddy - Dirty Money,hip pop,2010,2020‑06‑16,168,84,39,-2,30,23,239,16,19,74,2011,Duo,64,6Iocm6VMu6bVNYwiDoyQFW,https://open.spotify.com/track/6Iocm6VMu6bVNYwiDoyQFW,339206552.00
Commander,Kelly Rowland,atl hip hop,2011,2022‑02‑17,125,88,40,-4,36,57,218,2,14,54,2010,Solo,41,31zeLcKH2x3UCMHT75Gk5C,https://open.spotify.com/track/31zeLcKH2x3UCMHT75Gk5C,90816374.00
Confident,Demi Lovato,dance pop,2015,2020‑06‑19,130,75,59,-6,9,34,206,0,7,69,2015,Solo,69,3DXXKDbbZKyAZfNb96ST3q,https://open.spotify.com/track/3DXXKDbbZKyAZfNb96ST3q,596335238.00
Congratulations,Post Malone,dfw rap,2016,2021‑01‑28,123,80,63,-4,25,49,220,22,4,85,2017,Solo,78,3a1lNhkSLSkpJE4MSHpDu9,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2081212935.00
Cool Girl,Tove Lo,art pop,2016,2020‑06‑08,102,69,67,-7,8,20,199,31,11,69,2016,Solo,59,3tJ4y2Zqx6gM9xOAuFfsSF,https://open.spotify.com/track/3tJ4y2Zqx6gM9xOAuFfsSF,396510935.00
Cool Kids,Echosmith,dance pop,2013,2020‑06‑10,130,67,72,-6,12,79,238,4,3,76,2014,Band/Group,70,13P5rwmk2EsoFRIz9UCeh9,https://open.spotify.com/track/13P5rwmk2EsoFRIz9UCeh9,597223559.00
Cool for the Summer,Demi Lovato,dance pop,2015,2020‑06‑19,114,61,58,-6,14,34,215,0,4,78,2015,Solo,74,3uwnnTQcHM1rDqSfA4gQNz,https://open.spotify.com/track/3uwnnTQcHM1rDqSfA4gQNz,866205316.00
Cooler Than Me - Single Mix,Mike Posner,dance pop,2010,2022‑02‑17,130,82,77,-5,69,63,213,18,5,81,2010,Solo,76,2V4bv1fNWfTcyRJKmej6Sj,https://open.spotify.com/track/2V4bv1fNWfTcyRJKmej6Sj,718119273.00
Corazón (feat. Nego do Borel),Maluma,latin,2018,2020‑06‑22,198,74,72,-6,20,75,185,33,25,74,2018,Solo,67,5cepAtqnEQ6yVG6088zMMu,https://open.spotify.com/track/5cepAtqnEQ6yVG6088zMMu,617910115.00
Counting Stars,OneRepublic,dance pop,2014,2020‑06‑10,122,71,66,-5,12,48,258,7,4,80,2014,Band/Group,71,6sy3LkhNFjJWlaeSMNwQ62,https://open.spotify.com/track/6sy3LkhNFjJWlaeSMNwQ62,2731067234.00
Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,pop,2019,2020‑06‑22,95,79,75,-6,7,61,206,21,12,69,2019,Solo,57,4wuCQX7JvAZLlrcmH4AeZF,https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF,403325614.00
Cruel Summer,Taylor Swift,pop,2019,2021‑08‑17,170,70,55,-6,11,56,178,12,16,82,2019,Solo,89,1BxfuPKGuaTgP7aM0Bbdwr,https://open.spotify.com/track/1BxfuPKGuaTgP7aM0Bbdwr,2649357342.00
Cruise,Florida Georgia Line,contemporary country,2012,2020‑06‑11,148,95,46,-3,5,88,209,2,4,63,2013,Duo,67,0i5el041vd6nxrGEU8QRxy,https://open.spotify.com/track/0i5el041vd6nxrGEU8QRxy,482772585.00
DNA.,Kendrick Lamar,conscious hip hop,2017,2021‑01‑28,140,52,64,-7,8,42,186,0,36,83,2017,Solo,78,6HZILIRieu8S0iqY8kIKhj,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,1248275671.00
DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,dance pop,2016,2020‑06‑08,91,91,72,-3,14,87,200,9,10,72,2016,Solo,65,6YZdkObH88npeKrrkb8Ggf,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,684224710.00
Dancing On My Own,Calum Scott,neo mellow,2018,2020‑06‑08,113,17,68,-9,10,23,260,84,3,84,2016,Solo,78,2BOqDYLOJBiMOXShCV1neZ,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ,1308609942.00
Dancing On My Own - Radio Edit,Robyn,art pop,2010,2022‑02‑17,117,93,57,-6,13,22,278,0,3,65,2010,Solo,56,7g13jf3zqlP5S68Voo5v9m,https://open.spotify.com/track/7g13jf3zqlP5S68Voo5v9m,357495515.00
Dangerous Woman,Ariana Grande,dance pop,2016,2020‑06‑08,134,60,66,-5,36,29,236,5,4,72,2016,Solo,69,6RUhbFEhrvGISaQ8u2j2JN,https://open.spotify.com/track/6RUhbFEhrvGISaQ8u2j2JN,1246701267.00
Dangerously,Charlie Puth,dance pop,2016,2021‑08‑17,112,52,70,-8,20,23,199,36,4,58,2016,Solo,48,6GBMbvX7sqyOxT5wWK4hgN,https://open.spotify.com/track/6GBMbvX7sqyOxT5wWK4hgN,365255295.00
Dark Horse,Katy Perry,dance pop,2013,2020‑06‑10,132,59,65,-6,17,35,216,0,5,79,2014,Solo,79,4jbmgIyjGoXjY01XxatOx6,https://open.spotify.com/track/4jbmgIyjGoXjY01XxatOx6,1583890087.00
Daylight,Maroon 5,pop,2012,2020‑06‑11,120,68,66,-6,21,33,225,0,3,66,2013,Band/Group,58,6TwfdLbaxTKzQi3AgsZNzx,https://open.spotify.com/track/6TwfdLbaxTKzQi3AgsZNzx,360455166.00
Delicate,Taylor Swift,pop,2017,2020‑06‑22,95,40,75,-10,9,5,232,22,7,81,2018,Solo,79,6NFyWDv5CjfwuzoCkw47Xf,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf,1083017436.00
Demons,Imagine Dragons,modern rock,2012,2020‑06‑11,90,71,51,-3,33,43,175,19,3,78,2013,Band/Group,72,3LlAyCYU26dvFZBDUIMb7a,https://open.spotify.com/track/3LlAyCYU26dvFZBDUIMb7a,2510765929.00
Despacito,Luis Fonsi,latin,2019,2021‑01‑28,178,80,66,-5,7,84,229,20,15,83,2017,Solo,78,6habFhsOp2NvshLv26DqMb,https://open.spotify.com/track/6habFhsOp2NvshLv26DqMb,1839991263.00
Deuces (feat. Tyga & Kevin McCall),Chris Brown,dance pop,2011,2022‑02‑17,74,74,69,-5,8,22,277,3,11,74,2010,Solo,68,6wN4nT2qy3MQc098yL3Eu9,https://open.spotify.com/track/6wN4nT2qy3MQc098yL3Eu9,241072712.00
Die A Happy Man,Thomas Rhett,contemporary country,2015,2020‑06‑19,166,39,60,-9,12,40,227,42,3,77,2015,Solo,72,5kNe7PE09d6Kvw5pAsx23n,https://open.spotify.com/track/5kNe7PE09d6Kvw5pAsx23n,654007899.00
Die Young,Kesha,dance pop,2012,2020‑06‑25,128,70,71,-5,22,80,212,0,5,83,2012,Solo,78,7EQGXaVSyEDsCWKmUcfpLk,https://open.spotify.com/track/7EQGXaVSyEDsCWKmUcfpLk,784273600.00
Dirt Road Anthem,Jason Aldean,contemporary country,2010,2020‑06‑16,127,74,68,-5,12,64,229,35,4,77,2011,Solo,69,5ZVGvay4xwgXMnQWffNYeU,https://open.spotify.com/track/5ZVGvay4xwgXMnQWffNYeU,394477826.00
Dirty Paws,Of Monsters and Men,folk-pop,2012,2021‑08‑09,112,65,36,-7,6,13,278,11,3,74,2012,Band/Group,67,5g7rJvWYVrloJZwKiShqlS,https://open.spotify.com/track/5g7rJvWYVrloJZwKiShqlS,362502501.00
Do I Wanna Know?,Arctic Monkeys,garage rock,2013,2020‑06‑11,85,53,55,-8,22,41,272,19,3,89,2013,Band/Group,84,5FVd6KXrgO9B3JPmC8OPst,https://open.spotify.com/track/5FVd6KXrgO9B3JPmC8OPst,2389398947.00
Do It Like A Dude,Jessie J,dance pop,2011,2020‑06‑16,140,84,66,-4,36,38,195,5,5,53,2011,Solo,47,6cSGSXvgioQxGQbM9VRe1G,https://open.spotify.com/track/6cSGSXvgioQxGQbM9VRe1G,130285988.00
Do You Remember,Jay Sean,dance pop,2009,2022‑02‑17,126,67,85,-5,10,82,211,2,7,74,2010,Solo,68,6A5NlmBCsCGbJ27jHQgKV5,https://open.spotify.com/track/6A5NlmBCsCGbJ27jHQgKV5,228283634.00
Doin' Time,Lana Del Rey,art pop,2019,2020‑06‑22,145,56,64,-11,9,52,202,40,4,83,2019,Solo,77,0Oqc0kKFsQ6MhFOLBNZIGX,https://open.spotify.com/track/0Oqc0kKFsQ6MhFOLBNZIGX,760773242.00
Don't,Bryson Tiller,kentucky hip hop,2015,2020‑06‑19,97,36,77,-6,10,19,198,22,20,83,2015,Solo,83,3pXF1nA74528Edde4of9CC,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC,1462125421.00
Don't,Ed Sheeran,pop,2014,2020‑06‑10,95,61,81,-7,64,85,220,1,7,78,2014,Solo,69,1huvTbEYtgltjQRXzrNKGi,https://open.spotify.com/track/1huvTbEYtgltjQRXzrNKGi,785834737.00
Don't Leave,Snakehips,edm,2017,2021‑01‑28,122,70,66,-3,26,34,215,22,8,68,2017,Duo,57,0Zx8khUcEfCFK2AEoIhC92,https://open.spotify.com/track/0Zx8khUcEfCFK2AEoIhC92,315855731.00
Don't Let Me Down,The Chainsmokers,dance pop,2016,2020‑06‑08,160,87,53,-5,14,42,208,16,17,83,2016,Duo,80,1i1fxkWeaMmKEB4T7zqbzK,https://open.spotify.com/track/1i1fxkWeaMmKEB4T7zqbzK,2011758518.00
Don't Start Now,Dua Lipa,dance pop,2019,2020‑06‑22,124,79,79,-5,10,68,183,1,8,84,2019,Solo,70,6WrI0LAC5M1Rw2MnX2ZvEg,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2792730205.00
Don't Stop the Party (feat. TJR),Pitbull,dance pop,2012,2020‑06‑11,127,96,72,-4,38,95,206,1,9,69,2013,Solo,65,3Tu7uWBecS6GsLsL8UONKn,https://open.spotify.com/track/3Tu7uWBecS6GsLsL8UONKn,211018047.00
Don't Tell 'Em,Jeremih,chicago rap,2015,2020‑06‑10,98,53,86,-5,11,39,267,39,10,80,2014,Solo,72,0Dc7J9VPV4eOInoxUiZrsL,https://open.spotify.com/track/0Dc7J9VPV4eOInoxUiZrsL,594497070.00
Don't Wanna Go Home,Jason Derulo,dance pop,2011,2020‑06‑16,122,81,67,-5,13,64,206,2,7,68,2011,Solo,60,1r3myKmjWoOqRip99CmSj1,https://open.spotify.com/track/1r3myKmjWoOqRip99CmSj1,141297950.00
Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,pop,2018,2021‑01‑28,100,61,78,-6,10,42,214,34,7,66,2017,Band/Group,60,1nueTG77MzNkJTKQ0ZdGzT,https://open.spotify.com/track/1nueTG77MzNkJTKQ0ZdGzT,977767578.00
Don't You Worry Child - Radio Edit,Swedish House Mafia,dance pop,2012,2020‑06‑22,129,84,61,-3,12,44,213,11,5,81,2012,Band/Group,78,2V65y3PX4DkRhy1djlxd9p,https://open.spotify.com/track/2V65y3PX4DkRhy1djlxd9p,1187125946.00
Donald Trump,Mac Miller,hip hop,2011,2020‑06‑16,163,90,64,-7,39,84,166,12,12,67,2011,Solo,36,4no1bVGLUhgFEOQY3gb8lv,https://open.spotify.com/track/4no1bVGLUhgFEOQY3gb8lv,439246196.00
Done for Me (feat. Kehlani),Charlie Puth,dance pop,2018,2021‑08‑17,112,63,86,-4,7,70,180,19,7,72,2018,Solo,65,1lsBTdE6MGsKeZCD6llNu7,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7,301416053.00
Don’t Feel Like Crying,Sigrid,dance pop,2019,2020‑06‑22,120,81,75,-4,7,72,157,16,4,56,2019,Solo,46,1ABvDz0JnQGO8M8NYjRNMp,https://open.spotify.com/track/1ABvDz0JnQGO8M8NYjRNMp,89032554.00
Down,Jay Sean,dance pop,2009,2022‑02‑17,132,68,73,-4,8,73,213,1,3,83,2010,Solo,77,6cmm1LMvZdB5zsCwX5BjqE,https://open.spotify.com/track/6cmm1LMvZdB5zsCwX5BjqE,781092779.00
Down On Me,Jeremih,chicago rap,2010,2020‑06‑16,160,60,70,-8,11,59,228,4,11,77,2011,Solo,72,0x3TibRgnSqzkcwrqBd4iX,https://open.spotify.com/track/0x3TibRgnSqzkcwrqBd4iX,434305381.00
Down With The Trumpets,Rizzle Kicks,uk hip hop,2011,2020‑06‑16,115,88,75,-5,24,79,187,9,8,65,2011,Duo,55,1Fxp4LBWsNC58NwnGAXJld,https://open.spotify.com/track/1Fxp4LBWsNC58NwnGAXJld,76595620.00
Drag Me Down,One Direction,boy band,2015,2020‑06‑19,138,70,73,-6,7,60,192,11,4,84,2015,Band/Group,80,2K87XMYnUMqLcX3zvtAF4G,https://open.spotify.com/track/2K87XMYnUMqLcX3zvtAF4G,1220730352.00
Drinking from the Bottle (feat. Tinie Tempah),Calvin Harris,dance pop,2012,2020‑06‑11,128,89,67,-4,5,53,240,5,5,67,2013,Solo,56,1oHxIPqJyvAYHy0PVrDU98,https://open.spotify.com/track/1oHxIPqJyvAYHy0PVrDU98,150497536.00
Drive,Oh Wonder,electropop,2015,2021‑08‑09,142,46,66,-8,8,38,196,71,10,65,2015,Duo,52,2kJqNHHGOzLNahukdvlDWN,https://open.spotify.com/track/2kJqNHHGOzLNahukdvlDWN,173741075.00
Drive By,Train,dance pop,2012,2020‑06‑22,122,84,77,-3,8,72,196,0,3,82,2012,Band/Group,79,0KAiuUOrLTIkzkpfpn9jb9,https://open.spotify.com/track/0KAiuUOrLTIkzkpfpn9jb9,801536181.00
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,melodic rap,2017,2021‑01‑28,129,81,84,-5,12,81,209,50,6,79,2017,Solo,74,1f5cbQtDrykjarZVrShaDI,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI,980953173.00
Drunk in Love (feat. Jay-Z),Beyoncé,dance pop,2014,2020‑06‑10,140,62,59,-7,18,40,323,1,5,75,2014,Solo,70,6jG2YzhxptolDzLHTGLt7S,https://open.spotify.com/track/6jG2YzhxptolDzLHTGLt7S,636373053.00
Dynamite,Taio Cruz,dance pop,2010,2022‑02‑17,120,78,75,-4,4,82,203,0,9,85,2010,Solo,70,1DqdF42leyFIzqNDv9CjId,https://open.spotify.com/track/1DqdF42leyFIzqNDv9CjId,1163056395.00
Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,colombian pop,2018,2020‑06‑22,170,79,68,-4,8,84,220,5,8,76,2018,Band/Group,76,1j6xOGusnyXq3l6IryKF3G,https://open.spotify.com/track/1j6xOGusnyXq3l6IryKF3G,926509721.00
E.T.,Katy Perry,dance pop,2012,2020‑06‑16,152,87,62,-5,37,76,230,2,18,71,2011,Solo,68,4z8ssgZfs5TzKiO8HaGWXO,https://open.spotify.com/track/4z8ssgZfs5TzKiO8HaGWXO,402856315.00
EARFQUAKE,"Tyler, The Creator",hip hop,2019,2020‑06‑22,80,50,55,-9,80,41,190,23,7,85,2019,Solo,82,5hVghJ4KaYES3BFUATCYn0,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,1092188072.00
ELEMENT.,Kendrick Lamar,conscious hip hop,2017,2021‑01‑28,190,71,75,-5,25,48,209,20,49,76,2017,Solo,69,1EaKU4dMbesXXd3BrLCtYG,https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG,470568191.00
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,canadian contemporary r&b,2014,2020‑06‑19,120,38,66,-6,10,43,252,39,3,81,2015,Solo,71,2PIvq1pGrUjY007X5y1UpM,https://open.spotify.com/track/2PIvq1pGrUjY007X5y1UpM,1788140747.00
Earthquake (feat. Tinie Tempah),Labrinth,indie poptimism,2012,2020‑06‑16,153,86,54,-4,28,26,275,11,10,68,2011,Solo,56,3SxiAdI8dP9AaaEz1Z24mn,https://open.spotify.com/track/3SxiAdI8dP9AaaEz1Z24mn,112052750.00
Easier,5 Seconds of Summer,boy band,2020,2020‑06‑22,176,46,56,-4,11,62,158,48,26,74,2019,Band/Group,65,2bjUEg4jBtKBlPdNrTAppI,https://open.spotify.com/track/2bjUEg4jBtKBlPdNrTAppI,407694476.00
Eastside (with Halsey & Khalid),benny blanco,electropop,2018,2020‑06‑22,89,68,56,-8,12,32,174,56,32,80,2018,Solo,78,7FGq80cy8juXBCD2nrqdWU,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,1843587285.00
